Name,Position,Club,Nationality,Age,Appearances,Starts,Minutes Played,Average Rating,Goals,Assists,Player of the Match,Yellow Cards,Red Cards,Goals per 90,Expected Goals,xG per 90,Expected Assists,xA per 90,Non-Penalty xG,NP-xG per 90,xG Overperformance (Goals − xG),Shots,Shots per 90,Shots on Target,Shots on Target per 90,Conversion Rate,Clear Cut Chances Created,Clear Cut Chances Created per 90,Penalties Taken,Penalties Scored,Pass Completion %,Passes Completed,Passes Completed per 90,Key Passes,Key Passes per 90,Progressive Passes,Progressive Passes per 90,Passes Attempted,Passes Attempted per 90,Crosses Attempted,Crosses Completed,Open Play Crosses Attempted,Open Play Crosses Completed,Tackles Completed,Tackles Completed per 90,Interceptions,Clearances,Blocks,Pressures Completed per 90,Tackles Attempted,Interceptions per 90,Clearances per 90,Blocks per 90,Key Tackles,Key Tackles per 90,Pressures Attempted,Pressures Attempted per 90,Pressures Completed,Fouls Made,Fouls Won (Against),Save Percentage,Saves per 90,Clean Sheets,Clean Sheets per 90,Goals Conceded per 90,Expected Goals Prevented,Saves Held,Saves Parried,Saves Tipped,Penalties Faced,Penalties Saved,Penalty Save Ratio,Goals Conceded,Distance per 90 (km),Sprints per 90,Dribbles per 90,Distance (km),Sprints,Dribbles,Headers Attempted,Headers Won,Goal Contributions,Goal Contributions per 90,Non-Penalty Contributions per 90,Defensive Actions per 90,Attacking Actions per 90,Creative Actions per 90,Progressive Pass %
Mehdi Dorval,"D (RL), WB/M (L)",SSC Bari,Algeria,25,27,27,2392,6.98,4,4,4,3,0,0.15,2.05,0.08,5.85,0.22,2.05,0.08,1.95,30,1.1,18,0.7,13.3%,12,0.45,0,0,85.5%,1330,50.0,49,1.84,175,6.6,1556,58.5,168,32,168,32,55,2.07,71,21,17,2.3,81,2.67,0.79,0.64,1,0.04,203,7.6,60,24,21,,,,,,,,,,,,,,13.48,26.1,2.3,358.2,694,60,70,38,8,0.30,0.30,6.28,4.74,9.63,11.2%
Emil Bohinen,"DM, M (C)",Venezia,Norway,26,27,27,1904,6.81,1,2,0,0,0,0.05,1.88,0.09,2.97,0.14,1.11,0.05,-0.88,20,0.9,10,0.5,5.0%,8,0.38,1,0,91.5%,1169,55.3,41,1.94,121,5.7,1278,60.4,88,19,4,2,26,1.23,71,14,14,1.2,39,3.36,0.66,0.66,2,0.09,127,6.0,25,7,5,,,,,,,,,,,,,,12.30,15.3,0.1,260.2,323,3,44,27,3,0.14,0.14,5.58,1.13,6.10,9.5%
Lion Lauberbach,ST,Venezia,Germany,28,27,26,2285,7.00,13,4,5,1,0,0.51,11.67,0.46,2.77,0.11,11.67,0.46,1.33,70,2.8,36,1.4,18.6%,5,0.20,1,1,88.6%,862,34.0,33,1.30,39,1.5,973,38.3,34,8,34,8,17,0.67,35,6,2,1.2,23,1.38,0.24,0.08,0,0.00,128,5.0,30,27,21,,,,,,,,,,,,,,11.70,7.6,0.7,297.0,192,19,176,58,17,0.67,0.63,3.19,3.15,3.11,4.0%
Lorenzo Ignacchiti,"DM, M (C)",Empoli FC,Italy,21,27,26,2087,6.86,1,1,1,3,2,0.04,1.80,0.08,2.57,0.11,1.80,0.08,-0.80,30,1.3,14,0.6,3.3%,6,0.26,0,0,90.8%,1241,53.5,35,1.51,135,5.8,1367,59.0,87,18,21,9,29,1.25,59,16,10,2.2,46,2.54,0.69,0.43,0,0.00,206,8.9,52,25,7,,,,,,,,,,,,,,11.52,12.2,0.6,267.2,283,14,47,32,2,0.09,0.09,5.30,1.90,6.73,9.9%
Stredair Appuah Owusu,"M (RL), AM (RLC)",Palermo,France,21,27,26,2185,7.24,4,5,5,1,0,0.16,7.30,0.30,6.44,0.27,7.30,0.30,-3.30,64,2.6,23,0.9,6.3%,12,0.49,1,1,89.6%,920,37.9,51,2.10,86,3.5,1027,42.3,80,11,80,11,44,1.81,61,13,5,2.1,47,2.51,0.54,0.21,0,0.00,198,8.2,52,23,19,,,,,,,,,,,,,,11.01,13.3,3.5,267.2,323,85,102,39,9,0.37,0.33,5.48,5.52,7.83,8.4%
Valentino Coveri,"AM (RL), ST",Cesena FC,Italy,20,27,26,2253,7.10,5,0,4,0,0,0.20,3.51,0.14,1.20,0.05,3.51,0.14,1.49,41,1.6,12,0.5,12.2%,1,0.04,1,1,89.8%,879,35.1,49,1.96,76,3.0,979,39.1,195,31,195,31,29,1.16,39,15,7,1.9,30,1.56,0.60,0.28,0,0.00,191,7.6,48,22,21,,,,,,,,,,,,,,11.18,12.5,3.9,279.8,314,98,106,34,5,0.20,0.16,3.87,5.83,7.79,7.8%
Filippo Piva,"DM, M (C)",Padova,Italy,19,27,12,1567,6.43,0,3,0,1,0,0.00,0.95,0.05,3.29,0.19,0.95,0.05,-0.95,4,0.2,0,0.0,0.0%,3,0.17,0,0,87.8%,702,40.3,16,0.92,90,5.2,800,45.9,2,0,2,0,18,1.03,41,16,9,1.6,22,2.35,0.92,0.52,0,0.00,93,5.3,28,10,6,,,,,,,,,,,,,,11.23,9.0,0.1,195.6,157,1,46,18,3,0.17,0.17,4.48,0.23,5.57,11.3%
Joel Pohjanpalo,ST,Palermo,Finland,31,26,26,2210,6.94,17,2,3,0,0,0.69,8.72,0.36,1.21,0.05,7.95,0.32,8.28,38,1.5,24,1.0,44.7%,3,0.12,1,1,85.8%,417,17.0,13,0.53,14,0.6,486,19.8,5,0,5,0,2,0.08,17,3,3,0.4,3,0.69,0.12,0.12,0,0.00,27,1.1,10,22,4,,,,,,,,,,,,,,10.71,5.5,0.4,263.1,134,11,116,50,19,0.77,0.73,1.79,2.20,1.18,2.9%
Florian Jozefzoon,M/AM (RL),Mantova,Suriname,35,26,26,1974,6.70,4,3,3,2,0,0.18,3.01,0.14,5.02,0.23,3.01,0.14,0.99,30,1.4,10,0.5,13.3%,17,0.78,0,0,90.8%,1011,46.1,44,2.01,78,3.6,1114,50.8,85,12,82,12,56,2.55,57,28,6,3.3,80,2.60,1.28,0.27,1,0.05,256,11.7,72,21,29,,,,,,,,,,,,,,12.60,16.8,2.9,276.4,368,64,80,28,7,0.32,0.32,6.38,4.88,7.80,7.0%
Ridgeciano Haps,D/WB/M/AM (L),Venezia,Suriname,32,26,25,1852,7.08,4,10,3,2,0,0.19,3.08,0.15,7.51,0.36,3.08,0.15,0.92,38,1.8,21,1.0,10.5%,17,0.83,0,0,87.5%,943,45.8,61,2.96,124,6.0,1078,52.4,187,34,116,24,48,2.33,51,17,11,3.6,66,2.48,0.83,0.53,1,0.05,260,12.6,74,33,45,,,,,,,,,,,,,,13.52,27.1,5.9,278.2,558,121,54,21,14,0.68,0.68,6.95,9.09,14.09,11.5%
Cristian Andreoni,D/WB (R),Juve Stabia,Italy,33,26,26,2295,6.95,1,0,1,5,0,0.04,0.86,0.03,1.24,0.05,0.86,0.03,0.14,12,0.5,3,0.1,8.3%,3,0.12,0,0,88.0%,1286,50.4,33,1.29,179,7.0,1462,57.3,38,4,38,4,38,1.49,82,33,22,1.8,52,3.22,1.29,0.86,2,0.08,168,6.6,47,19,14,,,,,,,,,,,,,,11.37,13.7,0.4,289.9,349,9,101,53,1,0.04,0.04,6.31,0.78,7.92,12.2%
Gianluca Caprari,"AM (LC), ST",Padova,Italy,32,26,26,2307,6.92,9,6,3,1,0,0.35,7.75,0.30,4.73,0.18,7.75,0.30,1.25,55,2.1,25,1.0,16.4%,12,0.47,0,0,88.6%,869,33.9,48,1.87,60,2.3,981,38.3,145,20,44,6,8,0.31,19,6,3,0.2,12,0.74,0.23,0.12,0,0.00,62,2.4,6,24,23,,,,,,,,,,,,,,11.88,9.5,0.9,304.4,243,23,138,23,15,0.59,0.59,2.11,2.93,4.14,6.1%
Grégoire Defrel,ST,Modena F.C.,France,34,26,26,2307,7.07,16,1,4,0,0,0.62,9.76,0.38,4.41,0.17,8.99,0.35,6.24,62,2.4,37,1.4,25.8%,13,0.51,1,1,86.1%,637,24.9,37,1.44,58,2.3,740,28.9,30,7,30,7,20,0.78,41,4,7,0.7,26,1.60,0.16,0.27,0,0.00,131,5.1,19,22,37,,,,,,,,,,,,,,11.48,8.9,1.6,294.3,228,41,146,27,17,0.66,0.62,3.51,4.41,5.31,7.8%
Marco Festa,GK,Mantova,Italy,33,26,26,2340,6.66,0,0,0,0,0,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0,0.0,0,0.0,,0,0.00,0,0,89.7%,541,20.8,1,0.04,13,0.5,603,23.2,0,0,0,1713,,,11,60,138,0.0,,0.42,2.31,5.31,0,0.00,0,0.0,0,0,0,67.1%,3.6,3,0.12,1.77,-17.11,51,34,9,4,1,25.0%,46,4.22,0.1,0.0,109.7,3,0,,,0,0.00,0.00,5.77,65.88,0.50,2.2%
Marco Perrotta,D (LC),Padova,Italy,32,26,26,2203,6.86,0,0,0,1,0,0.00,0.36,0.01,0.32,0.01,0.36,0.01,-0.36,8,0.3,1,0.0,0.0%,0,0.00,0,0,90.0%,1299,53.1,8,0.33,123,5.0,1443,59.0,1,0,1,0,16,0.65,55,34,10,0.7,18,2.25,1.39,0.41,8,0.33,55,2.2,18,12,0,,,,,,,,,,,,,,10.64,8.1,0.1,260.5,198,2,132,82,0,0.00,0.00,3.80,0.12,5.11,8.5%
Lorenzo Dickmann,D/WB/M (R),SSC Bari,Italy,29,26,0,763,6.72,1,0,0,2,0,0.12,0.68,0.08,1.18,0.14,0.68,0.08,0.32,12,1.4,5,0.6,8.3%,3,0.35,0,0,85.4%,385,45.4,19,2.24,46,5.4,451,53.2,90,9,72,9,17,2.01,17,7,3,1.3,23,2.01,0.83,0.35,0,0.00,52,6.1,11,11,5,,,,,,,,,,,,,,14.44,28.3,3.4,122.4,240,29,38,20,1,0.12,0.12,5.66,5.54,9.44,10.2%
Giuseppe Panico,"AM (RLC), ST",U.S. Avellino 1912,Italy,28,26,26,2098,7.00,4,7,2,0,1,0.17,7.44,0.32,4.69,0.20,7.44,0.32,-3.44,55,2.4,26,1.1,7.3%,2,0.09,0,0,90.2%,857,36.8,43,1.84,64,2.7,950,40.8,21,5,20,5,23,0.99,32,7,5,1.5,28,1.37,0.30,0.21,0,0.00,123,5.3,34,16,12,,,,,,,,,,,,,,11.99,9.4,1.5,279.5,219,36,73,15,11,0.47,0.47,3.26,3.13,4.80,6.7%
Oliver Urso,"D/WB (L), M/AM (LC)",Reggiana,Denmark,26,26,22,1834,6.94,1,7,3,1,0,0.05,0.36,0.02,2.98,0.15,0.36,0.02,0.64,6,0.3,1,0.0,16.7%,7,0.34,0,0,87.2%,814,39.9,60,2.94,90,4.4,934,45.8,219,34,134,23,33,1.62,44,18,6,1.9,43,2.16,0.88,0.29,0,0.00,171,8.4,38,23,14,,,,,,,,,,,,,,11.02,16.7,2.2,224.5,341,44,53,23,8,0.39,0.39,5.20,3.73,7.26,9.6%
Davide Merola,AM (RC),Pescara,Italy,25,26,12,1484,7.11,9,4,2,1,0,0.55,6.39,0.39,4.01,0.24,6.39,0.39,2.61,40,2.4,20,1.2,22.5%,9,0.55,0,0,91.7%,811,49.2,29,1.76,53,3.2,884,53.6,19,7,19,7,11,0.67,22,5,4,2.0,19,1.33,0.30,0.24,1,0.06,122,7.4,33,8,13,,,,,,,,,,,,,,12.66,8.9,3.0,208.7,147,50,54,21,13,0.79,0.79,2.73,5.76,7.04,6.0%
Simone Zanon,D/WB/M (R),Carrarese,Italy,24,26,27,2157,6.77,0,3,1,5,0,0.00,1.19,0.05,4.99,0.21,1.19,0.05,-1.19,14,0.6,4,0.2,0.0%,11,0.46,0,0,87.8%,1046,43.6,40,1.67,158,6.6,1191,49.7,160,34,148,31,59,2.46,67,35,7,1.9,76,2.80,1.46,0.29,3,0.13,190,7.9,45,27,14,,,,,,,,,,,,,,12.65,20.1,1.9,303.2,482,45,78,35,3,0.13,0.13,6.68,3.80,9.05,13.3%
Žan Majer,"DM, M/AM (C)",Mantova,Slovenia,33,26,24,1920,6.91,0,5,0,2,0,0.00,1.46,0.07,4.21,0.20,1.46,0.07,-1.46,17,0.8,3,0.1,0.0%,8,0.38,0,0,92.1%,1048,49.1,30,1.41,131,6.1,1138,53.3,1,1,1,1,12,0.56,49,19,14,1.1,21,2.30,0.89,0.66,0,0.00,131,6.1,23,15,15,,,,,,,,,,,,,,11.58,10.4,0.3,247.0,222,6,37,10,5,0.23,0.23,4.22,0.84,7.13,11.5%
Marin Šverko,"D (LC), WB (L)",Venezia,Croatia,28,26,25,2237,6.84,0,4,2,2,0,0.00,1.20,0.05,2.65,0.11,1.20,0.05,-1.20,12,0.5,8,0.3,0.0%,8,0.32,0,0,92.0%,1446,58.2,21,0.84,187,7.5,1571,63.2,49,13,49,13,17,0.68,58,24,15,1.1,26,2.33,0.97,0.60,6,0.24,98,3.9,28,6,8,,,,,,,,,,,,,,11.23,12.6,0.6,279.2,313,15,121,78,4,0.16,0.16,3.86,1.77,8.45,11.9%
Matteo Cichella,"DM, M (C)",Frosinone,Italy,20,26,22,1778,6.87,1,0,0,2,0,0.05,1.21,0.06,0.86,0.04,0.45,0.02,-0.21,24,1.2,8,0.4,4.2%,2,0.10,1,1,92.1%,1314,66.5,15,0.76,167,8.5,1426,72.2,13,3,3,1,32,1.62,61,14,9,3.0,49,3.09,0.71,0.46,1,0.05,213,10.8,59,21,0,,,,,,,,,,,,,,12.55,14.8,0.1,248.0,292,1,18,2,1,0.05,0.00,6.23,0.61,8.50,11.7%
Edoardo Caporello,M/AM (C),Padova,Italy,19,26,17,1859,6.66,0,5,1,1,0,0.00,0.93,0.05,3.37,0.16,0.93,0.05,-0.93,20,1.0,4,0.2,0.0%,2,0.10,0,0,88.4%,794,38.4,15,0.73,65,3.1,898,43.5,2,0,2,0,15,0.73,57,16,9,1.0,16,2.76,0.77,0.44,1,0.05,114,5.5,21,11,13,,,,,,,,,,,,,,11.61,8.1,0.2,239.9,168,5,84,54,5,0.24,0.24,4.45,0.53,4.02,7.2%
Ismaël Konaté,ST,Empoli FC,Italy,19,26,26,2248,6.89,11,3,1,0,0,0.44,9.57,0.38,1.61,0.06,9.57,0.38,1.43,73,2.9,42,1.7,15.1%,5,0.20,0,0,88.1%,562,22.5,19,0.76,11,0.4,638,25.5,9,1,9,1,2,0.08,24,8,2,0.4,4,0.96,0.32,0.08,0,0.00,40,1.6,10,24,37,,,,,,,,,,,,,,10.86,6.2,0.6,271.2,154,14,199,59,14,0.56,0.56,2.08,2.92,2.48,1.7%
Mattia Liberali,M/AM (RC),Catanzaro,Italy,18,26,24,1876,7.00,5,5,2,0,0,0.24,4.81,0.23,5.14,0.25,4.81,0.23,0.19,43,2.1,21,1.0,11.6%,11,0.53,0,0,89.8%,936,44.9,35,1.68,75,3.6,1042,50.0,29,6,27,6,30,1.44,48,10,10,1.9,49,2.30,0.48,0.48,1,0.05,184,8.8,39,9,23,,,,,,,,,,,,,,12.89,15.8,2.4,268.6,329,51,49,9,10,0.48,0.48,4.65,4.51,7.15,7.2%
Lamine Fanne,"DM, M (C)",Venezia,Spain,22,26,25,1847,6.82,1,0,0,1,0,0.05,0.24,0.01,0.47,0.02,0.24,0.01,0.76,4,0.2,1,0.0,25.0%,1,0.05,0,0,95.4%,1280,62.4,6,0.29,125,6.1,1342,65.4,3,2,3,2,21,1.02,55,25,14,1.5,38,2.68,1.22,0.68,0,0.00,116,5.7,31,4,3,,,,,,,,,,,,,,12.40,9.8,0.1,254.4,201,2,57,25,1,0.05,0.05,4.58,0.34,6.33,9.3%
Paulo Azzi,D/WB/M (RL),Monza,Brazil,31,25,22,1611,6.83,1,4,0,6,0,0.06,0.74,0.04,2.40,0.13,0.74,0.04,0.26,21,1.2,12,0.7,4.8%,6,0.34,0,0,89.6%,1134,63.4,27,1.51,207,11.6,1265,70.7,56,11,55,11,36,2.01,53,11,10,2.5,45,2.96,0.61,0.56,1,0.06,170,9.5,45,32,7,,,,,,,,,,,,,,12.42,18.3,1.5,222.3,328,26,73,29,5,0.28,0.28,7.32,3.13,13.41,16.4%
Ádám Nagy,"DM, M (C)",Spezia,Hungary,30,25,25,2229,6.77,1,0,0,3,0,0.04,0.42,0.02,1.19,0.05,0.42,0.02,0.58,12,0.5,4,0.2,8.3%,2,0.08,0,0,91.4%,1319,53.3,21,0.85,145,5.9,1443,58.3,25,5,4,2,44,1.78,76,34,12,1.7,62,3.07,1.37,0.48,4,0.16,179,7.2,43,15,2,,,,,,,,,,,,,,12.48,12.5,0.3,309.0,309,8,30,13,1,0.04,0.04,5.94,0.69,6.26,10.0%
Michele Castagnetti,"DM, M (C)",Cesena FC,Italy,36,25,25,1819,6.96,0,4,1,3,0,0.00,0.43,0.02,2.70,0.13,0.43,0.02,-0.43,20,1.0,11,0.5,0.0%,3,0.15,0,0,91.8%,1550,76.7,31,1.53,183,9.1,1689,83.6,67,12,10,4,26,1.29,61,18,13,2.1,39,3.02,0.89,0.64,0,0.00,152,7.5,42,16,7,,,,,,,,,,,,,,12.78,17.0,0.3,258.3,343,7,24,12,4,0.20,0.20,5.74,1.24,9.75,10.8%
Jacopo Petriccione,"DM, M (C)",Catanzaro,Italy,31,25,19,1600,6.87,0,3,0,1,0,0.00,0.54,0.03,1.54,0.09,0.54,0.03,-0.54,20,1.1,5,0.3,0.0%,1,0.06,0,0,93.0%,1159,65.2,28,1.58,145,8.2,1246,70.1,89,13,4,3,19,1.07,53,8,9,1.3,27,2.98,0.45,0.51,1,0.06,101,5.7,23,11,1,,,,,,,,,,,,,,12.34,11.8,0.2,219.4,209,3,20,9,3,0.17,0.17,5.17,0.67,8.38,11.6%
Luca Ravanelli,D (C),Monza,Italy,29,25,25,2208,6.95,1,0,0,3,0,0.04,0.73,0.03,0.04,0.00,0.73,0.03,0.27,5,0.2,3,0.1,20.0%,0,0.00,0,0,94.8%,1295,52.8,4,0.16,66,2.7,1366,55.7,0,0,0,0,16,0.65,81,30,15,0.7,25,3.30,1.22,0.61,3,0.12,68,2.8,18,9,0,,,,,,,,,,,,,,9.86,5.9,0.0,242.0,144,0,128,86,1,0.04,0.04,4.93,0.16,2.69,4.8%
Matteo Cotali,"D (LC), WB (L)",Modena F.C.,Italy,28,25,17,1598,6.88,0,5,0,5,0,0.00,0.53,0.03,4.87,0.27,0.53,0.03,-0.53,18,1.0,5,0.3,0.0%,10,0.56,0,0,85.9%,799,45.0,35,1.97,92,5.2,930,52.4,209,23,132,21,30,1.69,54,37,9,1.4,40,3.04,2.08,0.51,0,0.00,66,3.7,25,24,21,,,,,,,,,,,,,,12.72,25.5,2.9,225.9,453,51,55,34,5,0.28,0.28,6.59,4.90,9.24,9.9%
Natan Girma,M/AM (C),Reggiana,Switzerland,24,25,24,2135,6.56,3,4,0,1,0,0.13,4.30,0.18,2.87,0.12,4.30,0.18,-1.30,45,1.9,20,0.8,6.7%,7,0.30,0,0,86.1%,702,29.6,31,1.31,64,2.7,815,34.4,41,9,40,9,25,1.05,26,1,8,1.2,34,1.10,0.04,0.34,1,0.04,113,4.8,29,16,21,,,,,,,,,,,,,,11.70,10.0,1.1,277.6,237,25,187,84,7,0.30,0.30,3.16,2.70,4.64,7.9%
Riccardo Fontanarosa,ST,Spezia,Italy,19,25,14,1529,6.74,8,1,2,1,0,0.47,3.53,0.21,0.31,0.02,3.53,0.21,4.47,39,2.3,20,1.2,20.5%,2,0.12,1,1,88.3%,399,23.5,11,0.65,5,0.3,452,26.6,9,4,9,4,2,0.12,10,2,1,0.5,4,0.59,0.12,0.06,0,0.00,22,1.3,8,14,23,,,,,,,,,,,,,,10.23,7.1,0.5,173.8,120,9,177,38,9,0.53,0.47,1.59,2.47,2.18,1.1%
Ugo De Salvo,M (C),U.S. Avellino 1912,Italy,20,25,4,1054,6.20,0,0,0,3,0,0.00,1.01,0.09,1.50,0.13,1.01,0.09,-1.01,8,0.7,3,0.3,0.0%,1,0.09,0,0,,0,0.0,0,0.00,0,0.0,0,0.0,0,0,0,0,0,0.00,0,0,0,0.0,0,0.00,0.00,0.00,0,0.00,0,0.0,0,3,2,,,,,,,,,,,,,,0.00,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.26,0.34,0.17,
Christian Zuolo,M (C),Padova,Italy,18,25,25,2250,7.01,2,7,0,0,0,0.08,0.83,0.03,1.89,0.08,0.83,0.03,1.17,8,0.3,2,0.1,25.0%,0,0.00,0,0,69.2%,346,13.8,0,0.00,0,0.0,500,20.0,0,0,0,0,43,1.72,0,0,0,0.0,63,0.00,0.00,0.00,0,0.00,0,0.0,0,32,23,,,,,,,,,,,,,,0.00,0.0,0.0,0.0,0,0,0,0,9,0.36,0.36,3.00,0.16,0.92,0.0%
Oliver Abildgaard,"DM, M (C)",Sampdoria,Denmark,29,24,23,1639,6.92,1,2,0,0,0,0.05,0.97,0.05,1.26,0.07,0.97,0.05,0.03,17,0.9,7,0.4,5.9%,4,0.22,0,0,89.6%,939,51.6,20,1.10,126,6.9,1048,57.5,2,1,2,1,32,1.76,62,22,10,2.3,42,3.40,1.21,0.55,1,0.05,145,8.0,41,5,2,,,,,,,,,,,,,,12.32,14.8,0.2,224.3,269,3,78,49,3,0.16,0.16,5.99,0.88,7.19,12.0%
Bjarki Bjarkason,"M (RLC), AM (RL)",Venezia,Iceland,25,24,24,1804,7.17,6,3,2,0,0,0.30,3.71,0.19,2.91,0.15,3.71,0.19,2.29,32,1.6,20,1.0,18.8%,5,0.25,0,0,89.2%,810,40.4,34,1.70,63,3.1,908,45.3,74,25,68,24,35,1.75,40,12,8,2.4,44,2.00,0.60,0.40,1,0.05,192,9.6,48,19,24,,,,,,,,,,,,,,11.57,14.7,2.8,232.0,295,57,77,16,9,0.45,0.45,5.09,5.59,7.18,6.9%
Mattia Bani,D (C),Palermo,Italy,32,24,22,1898,6.88,0,0,1,2,0,0.00,1.16,0.06,0.19,0.01,1.16,0.06,-1.16,6,0.3,1,0.0,0.0%,0,0.00,0,0,93.3%,1340,63.5,4,0.19,152,7.2,1436,68.1,3,1,3,1,17,0.81,71,21,11,1.2,22,3.37,1.00,0.52,2,0.09,77,3.7,26,10,2,,,,,,,,,,,,,,10.75,7.4,0.0,226.7,157,1,89,58,0,0.00,0.00,5.17,0.14,7.35,10.6%
Mattia Finotto,"AM (RL), ST",Carrarese,Italy,33,24,20,1855,6.70,7,2,0,0,0,0.34,7.61,0.37,1.39,0.07,7.61,0.37,-0.61,55,2.7,24,1.2,12.7%,7,0.34,0,0,89.8%,520,25.2,14,0.68,12,0.6,579,28.1,9,1,9,1,6,0.29,23,6,3,0.2,6,1.12,0.29,0.15,1,0.05,24,1.2,4,15,23,,,,,,,,,,,,,,11.08,7.1,1.0,228.4,147,20,171,60,9,0.44,0.44,2.28,2.86,2.67,2.1%
Matteo Pessina,"DM, M/AM (C)",Monza,Italy,28,24,24,2082,7.07,1,3,0,1,0,0.04,2.17,0.09,3.14,0.14,2.17,0.09,-1.17,37,1.6,12,0.5,2.7%,5,0.22,0,0,91.0%,1644,71.1,43,1.86,206,8.9,1807,78.1,12,6,11,6,25,1.08,67,11,11,1.5,40,2.90,0.48,0.48,1,0.04,173,7.5,35,15,11,,,,,,,,,,,,,,12.56,15.4,1.3,290.6,357,30,72,51,4,0.17,0.17,5.10,2.33,10.68,11.4%
Antonio Palumbo,"DM, M/AM (C)",Palermo,Italy,29,24,18,1561,6.94,1,5,1,2,0,0.06,2.58,0.15,5.96,0.34,2.58,0.15,-1.58,25,1.4,9,0.5,4.0%,19,1.10,0,0,90.6%,920,53.0,50,2.88,101,5.8,1016,58.6,108,22,12,8,12,0.69,46,8,4,2.0,22,2.65,0.46,0.23,0,0.00,124,7.1,34,14,10,,,,,,,,,,,,,,12.91,16.8,1.4,223.9,292,24,33,3,6,0.35,0.35,4.38,3.52,7.78,9.9%
Giacomo Vrioni,ST,Cesena FC,Albania,27,24,23,2042,6.84,8,3,1,0,0,0.35,7.40,0.33,3.27,0.14,7.40,0.33,0.60,47,2.1,24,1.1,17.0%,12,0.53,0,0,82.7%,502,22.1,26,1.15,46,2.0,607,26.8,27,4,27,4,5,0.22,13,2,1,0.6,11,0.57,0.09,0.04,0,0.00,81,3.6,13,29,22,,,,,,,,,,,,,,11.30,8.7,0.7,256.3,197,15,136,60,11,0.48,0.48,2.12,2.78,3.66,7.6%
Gaetano Castrovilli,M/AM (C),Cesena FC,Italy,29,24,24,1951,6.54,1,0,0,1,0,0.05,3.88,0.18,2.75,0.13,3.88,0.18,-2.88,33,1.5,9,0.4,3.0%,12,0.55,0,0,87.7%,734,33.9,33,1.52,93,4.3,837,38.6,71,14,3,2,32,1.48,54,11,7,1.9,46,2.49,0.51,0.32,0,0.00,181,8.3,42,15,15,,,,,,,,,,,,,,12.70,19.4,0.9,275.4,420,19,50,19,1,0.05,0.05,4.98,1.98,5.86,11.1%
Michele Cerofolini,GK,SSC Bari,Italy,27,24,25,2164,6.79,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0,0.0,,0,0.00,0,0,90.2%,550,22.9,0,0.00,3,0.1,610,25.4,0,0,0,1527,,,6,68,105,0.0,,0.25,2.83,4.37,0,0.00,0,0.0,0,0,0,75.5%,3.3,8,0.33,1.08,3.23,37,31,12,2,1,50.0%,26,4.14,0.2,0.0,99.5,4,0,,,0,0.00,0.00,4.66,63.51,0.12,0.5%
Gregorio Morachioli,"WB/M (L), AM (LC), ST",Juve Stabia,Italy,26,24,17,1417,6.89,4,4,2,1,0,0.25,1.98,0.13,2.65,0.17,1.98,0.13,2.02,27,1.7,15,1.0,14.8%,9,0.57,0,0,87.7%,659,41.9,24,1.52,66,4.2,751,47.7,91,14,82,14,23,1.46,44,7,8,2.8,30,2.79,0.44,0.51,0,0.00,195,12.4,44,7,37,,,,,,,,,,,,,,12.44,17.8,7.1,195.9,280,111,43,12,8,0.51,0.51,5.21,9.72,13.59,8.8%
Matteo Maggio,AM (L),Reggiana,Italy,24,24,24,1826,7.24,9,4,6,5,0,0.44,5.90,0.29,2.88,0.14,5.14,0.25,3.10,42,2.1,21,1.0,21.4%,4,0.20,3,2,89.2%,771,38.0,41,2.02,74,3.6,864,42.6,82,14,45,9,28,1.38,45,14,3,1.9,33,2.22,0.69,0.15,0,0.00,182,9.0,38,22,20,,,,,,,,,,,,,,11.21,12.4,3.2,227.5,251,65,72,17,13,0.64,0.54,4.83,5.22,7.84,8.6%
Lorenzo Tosto,D (C),Empoli FC,Italy,20,24,24,2141,6.65,0,2,1,5,1,0.00,1.45,0.06,2.01,0.08,1.45,0.06,-1.45,11,0.5,1,0.0,0.0%,3,0.13,0,0,89.7%,911,38.3,5,0.21,39,1.6,1016,42.7,1,0,1,0,8,0.34,58,24,19,0.6,10,2.44,1.01,0.80,1,0.04,48,2.0,15,15,6,,,,,,,,,,,,,,9.78,3.5,0.1,232.6,83,2,120,84,2,0.08,0.08,4.20,0.25,1.98,3.8%
Omar Correia,"DM, M (C)",Juve Stabia,Guinea-Bissau,25,24,24,1993,6.78,2,0,0,0,0,0.09,1.38,0.06,0.49,0.02,1.38,0.06,0.62,14,0.6,5,0.2,14.3%,1,0.05,0,0,93.2%,1176,53.1,9,0.41,93,4.2,1262,57.0,4,1,4,1,12,0.54,70,27,14,0.8,16,3.16,1.22,0.63,1,0.05,73,3.3,18,6,4,,,,,,,,,,,,,,11.79,12.5,0.1,261.0,276,3,51,29,2,0.09,0.09,4.61,0.54,4.52,7.4%
